NACA63-412 PDAS common-x table; transcribed 2026-09-01
26 26

0.000000 0.000000
0.005000 0.012546
0.007500 0.014864
0.012500 0.018660
0.025000 0.025801
0.050000 0.036464
0.075000 0.044636
0.100000 0.051333
0.150000 0.061866
0.200000 0.069620
0.250000 0.075164
0.300000 0.078815
0.350000 0.080623
0.400000 0.080624
0.450000 0.078936
0.500000 0.075761
0.550000 0.071289
0.600000 0.065694
0.650000 0.059106
0.700000 0.051680
0.750000 0.043600
0.800000 0.035058
0.850000 0.026284
0.900000 0.017493
0.950000 0.008870
1.000000 0.000000

0.000000 0.000000
0.005000 -0.007440
0.007500 -0.009286
0.012500 -0.011989
0.025000 -0.016438
0.050000 -0.022292
0.075000 -0.026441
0.100000 -0.029624
0.150000 -0.034278
0.200000 -0.037340
0.250000 -0.039132
0.300000 -0.039834
0.350000 -0.039408
0.400000 -0.037825
0.450000 -0.035169
0.500000 -0.031634
0.550000 -0.027421
0.600000 -0.022723
0.650000 -0.017705
0.700000 -0.012568
0.750000 -0.007565
0.800000 -0.002984
0.850000 0.000796
0.900000 0.003306
0.950000 0.003803
1.000000 0.000000
