NACA4415 PDAS common-x table; transcribed 2026-09-01
26 26

0.000000 0.000000
0.005000 0.021474
0.007500 0.025057
0.012500 0.030880
0.025000 0.041809
0.050000 0.057366
0.075000 0.069044
0.100000 0.078446
0.150000 0.092692
0.200000 0.102545
0.250000 0.109001
0.300000 0.112608
0.350000 0.113708
0.400000 0.112538
0.450000 0.109535
0.500000 0.105194
0.550000 0.099626
0.600000 0.092911
0.650000 0.085111
0.700000 0.076269
0.750000 0.066411
0.800000 0.055544
0.850000 0.043664
0.900000 0.030746
0.950000 0.016753
1.000000 0.001627

0.000000 0.000000
0.005000 -0.010629
0.007500 -0.013522
0.012500 -0.017814
0.025000 -0.024863
0.050000 -0.032793
0.075000 -0.037194
0.100000 -0.039781
0.150000 -0.041852
0.200000 -0.041533
0.250000 -0.039913
0.300000 -0.037615
0.350000 -0.035055
0.400000 -0.032538
0.450000 -0.029991
0.500000 -0.027185
0.550000 -0.024249
0.600000 -0.021280
0.650000 -0.018356
0.700000 -0.015529
0.750000 -0.012835
0.800000 -0.010295
0.850000 -0.007912
0.900000 -0.005677
0.950000 -0.003569
1.000000 -0.001553
